Crop,Geolocation,Level,2010 Quarter1,2010 Quarter2,2010 Quarter3,2010 Quarter4,2011 Quarter1,2011 Quarter2,2011 Quarter3,2011 Quarter4,2012 Quarter1,2012 Quarter2,2012 Quarter3,2012 Quarter4,2013 Quarter1,2013 Quarter2,2013 Quarter3,2013 Quarter4,2014 Quarter1,2014 Quarter2,2014 Quarter3,2014 Quarter4,2015 Quarter1,2015 Quarter2,2015 Quarter3,2015 Quarter4,2016 Quarter1,2016 Quarter2,2016 Quarter3,2016 Quarter4,2017 Quarter1,2017 Quarter2,2017 Quarter3,2017 Quarter4,2018 Quarter1,2018 Quarter2,2018 Quarter3,2018 Quarter4,2019 Quarter1,2019 Quarter2,2019 Quarter3,2019 Quarter4,2020 Quarter1,2020 Quarter2,2020 Quarter3,2020 Quarter4,2021 Quarter1,2021 Quarter2,2021 Quarter3,2021 Quarter4,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-07-15,2013-08-15,2014-07-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15,2018-01-15,2018-02-15,2018-03-15,2018-04-15,2018-05-15,2018-06-15,2018-07-15,2018-08-15,2018-09-15,2018-10-15,2018-11-15,2018-12-15,2019-01-15,2019-02-15,2019-03-15,2019-04-15,2019-05-15,2020-05-15,2020-06-15,2020-07-15,2020-08-15,2020-09-15,2020-10-15,2020-11-15,2020-12-15,2021-01-15,2021-02-15,2021-03-15,2021-04-15,2021-05-15,2021-06-15,2021-07-15,2021-08-15,2021-09-15,2021-10-15,2021-11-15,2021-12-15,2022-01-15,2022-02-15,2022-03-15
Banana Latundan,MIMAROPA REGION,R,7978.08,6497.93,7249.61,9860.49,8237.47,6641.17,7403.15,10039.99,8203.46,6765.14,7706.83,7094.71,6728.0,6053.86,7526.47,5174.86,5899.82,5796.0,7858.37,5510.84,6142.02,6265.65,8217.57,6014.78,4613.01,3805.9,4971.21,4856.39,4534.27,3358.92,4536.15,5110.18,4722.8,3521.66,5497.32,5493.49,4748.77,3352.96,6079.83,5600.76,3701.76,1981.2,2602.1,2796.03,4600.0,2003.3,5198.78,2687.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.17999999999999,60.605000000000004,62.866,66.036,63.55,62.68166666666667,65.69666666666667,66.07666666666667,67.495,70.95,74.37666666666667,73.33666666666666,70.0,68.96,71.29333333333334,72.91666666666667,73.05,72.65333333333334,69.91333333333334,67.53666666666668,66.15333333333332,64.48666666666666,65.14333333333333
Banana Latundan,REGION V (BICOL REGION),R,3316.99,3393.7,6119.8,3111.46,3392.06,3244.21,6298.69,3163.9,3479.4,3365.44,6371.01,3310.33,3569.69,3502.7,6663.81,3363.75,3636.97,3617.5,5108.61,2942.4,3196.39,3599.14,5753.19,3134.87,3171.78,3460.09,5865.3,3267.14,2657.28,3178.54,5689.28,3370.2,2733.86,3505.54,6370.57,3606.69,2705.4,3267.68,6261.43,3465.19,2064.34,2686.47,5606.96,2762.29,1199.46,2385.04,4594.12,3447.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.19,64.38374999999999,62.0975,59.87375,59.5975,58.72875,60.31428571428571,63.64714285714285,62.60857142857143,64.05428571428571,62.71,62.71,61.98,59.166666666666664,59.27333333333333,59.225,56.901666666666664,56.199999999999996,56.0,55.945,61.428,57.436,56.56
Banana Latundan,REGION VI (WESTERN VISAYAS),R,15377.91,12686.46,7628.12,15734.72,15798.19,13019.99,7962.53,16321.21,16143.89,13208.83,8138.89,16706.24,16031.43,12105.29,8227.87,13906.45,10884.84,8321.74,7799.98,14196.51,11888.02,9194.03,7862.85,14491.28,11005.16,8978.02,7941.64,14884.86,11243.26,9234.0,8244.03,15583.49,11480.75,8816.91,8655.89,16039.96,10615.19,8480.02,8697.19,16518.66,9605.51,7810.67,8489.49,16999.26,10410.03,8283.77,9006.63,17141.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.628571428571426,52.71142857142858,51.402857142857144,52.642857142857146,51.098571428571425,47.88,52.371428571428574,50.59285714285714,55.54,55.7325,56.71,55.876666666666665,55.32,55.81,56.85,60.01,58.833333333333336,60.24333333333333,59.94,60.95666666666667,59.656666666666666,60.0,62.223333333333336
Banana Latundan,REGION VII (CENTRAL VISAYAS),R,12017.85,7024.38,4184.29,8054.66,12537.34,8521.86,4836.82,9097.2,13005.23,8498.45,4860.24,8883.94,12200.58,8256.62,5025.18,8174.93,11841.32,8247.02,5155.63,9575.05,12128.05,8034.8,5416.24,10009.06,12248.29,6066.08,5011.66,11339.75,12791.76,6509.68,5602.58,11697.13,12933.5,6535.94,5819.67,12326.17,13264.65,5816.45,5207.68,11792.63,15165.22,5680.41,5470.37,12762.68,16891.84,6028.69,5778.35,13475.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.396,49.08,49.248000000000005,46.508,46.75,49.3375,43.263999999999996,43.13,52.330000000000005,52.71,49.625,51.315,49.69,49.94,51.815,53.155,57.54,58.22,57.675,55.335,43.44,45.315,45.625
Banana Latundan,REGION VIII (EASTERN VISAYAS),R,7319.11,8814.19,8220.77,6722.64,7220.34,8859.35,8195.12,6504.63,7268.59,8945.62,8474.43,7373.28,7159.46,9067.4,8709.4,5457.28,4952.63,6906.82,6781.09,5188.66,5108.37,6850.75,7137.01,5449.33,5219.87,6386.98,7263.61,5829.76,5333.57,6565.19,7448.86,5910.1,5110.76,6571.06,7657.08,5939.87,5287.27,6316.92,7457.62,5794.04,4577.01,5942.03,6878.22,5846.54,4903.21,6034.44,7171.12,5679.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.887142857142855,48.81857142857143,49.70857142857143,48.46857142857142,48.925714285714285,46.395714285714284,45.14714285714285,45.75428571428572,31.07,29.94,5.88,5.88,5.91,6.18,6.18,6.61,6.61,7.14,6.93,7.25,43.650000000000006,39.900000000000006,40.315
Banana Latundan,REGION IX (ZAMBOANGA PENINSULA),R,5419.69,5832.05,9476.25,13906.19,5418.75,6111.75,9078.94,11389.35,5429.25,6306.94,8557.49,12894.66,5331.85,7247.27,8974.1,14614.6,5447.92,8212.51,9323.33,14910.13,5647.71,8204.06,9670.33,14812.53,5011.51,7299.13,9123.84,14430.83,5144.42,8065.0,9544.04,13634.81,4943.75,8535.16,9536.66,13411.57,4551.63,8014.37,9390.54,13600.28,4339.07,8011.92,9206.24,13798.48,4394.15,8818.92,9381.22,14062.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.603333333333335,30.026666666666667,29.06,29.3,29.8,28.813333333333333,25.87,26.91,34.98,28.516666666666666,25.255,26.5,27.439999999999998,26.5,25.314999999999998,24.92,25.23,25.75,26.455,26.845,30.69333333333333,28.61,29.16333333333333
Banana Latundan,REGION X (NORTHERN MINDANAO),R,28688.73,23152.35,31860.66,38347.05,31755.0,23413.13,31952.51,37751.66,31575.42,24677.12,32780.59,38445.16,30768.1,24160.58,33577.62,39101.29,34861.78,26933.52,35225.69,39138.13,34958.65,24931.37,35685.91,38498.55,33858.16,23519.78,35359.19,38737.21,35251.83,24368.69,36832.1,38822.96,34819.48,24140.27,36311.78,38704.4,33947.36,21859.04,36223.7,35320.67,31825.38,21675.78,36966.81,35714.34,32013.34,22055.62,36451.11,35178.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.65,32.68,32.35166666666667,32.21666666666667,30.126666666666665,30.22,29.08666666666667,28.128333333333334,29.9275,32.7525,30.00333333333333,31.876666666666665,31.463333333333335,32.92,28.66333333333333,28.99,27.55333333333333,26.723333333333333,26.69333333333333,25.626666666666665,29.655,31.599999999999998,31.0675
Banana Latundan,REGION XI (DAVAO REGION),R,13461.52,14653.83,18908.66,18272.49,13622.55,14905.57,19077.76,18679.22,13722.91,15457.49,18768.5,18082.6,13143.84,14258.17,18064.04,18463.9,13787.48,15056.08,19021.39,19521.11,14452.36,15294.6,19566.98,19851.14,14461.9,15097.85,19545.39,20146.15,14789.48,15345.5,19945.19,21470.35,15119.16,17616.53,20277.87,23453.15,14846.31,14861.54,20190.58,23864.65,16304.84,16943.86,22429.12,25877.86,17106.62,17585.12,23073.47,26008.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.95,33.1725,34.4,33.12,32.62,32.3275,30.692500000000003,32.483999999999995,33.285,30.564999999999998,30.209999999999997,29.763333333333332,27.709999999999997,30.67,29.376666666666665,27.823333333333334,29.209999999999997,29.42,29.169999999999998,28.959999999999997,29.877999999999997,31.036,30.332
Banana Latundan,REGION XII (SOCCSKSARGEN),R,13922.05,9729.26,13684.67,12485.64,14230.38,10410.98,13981.89,13134.47,15029.16,11070.66,15041.61,13751.45,15688.3,11731.96,15624.81,15087.01,16751.8,12232.09,15998.93,15552.86,16838.63,11569.8,15999.39,15785.63,15850.29,8159.37,14756.75,16898.16,16504.08,9184.34,15481.82,17299.47,16963.14,9508.02,16222.89,17765.38,16256.28,8814.46,15758.52,16968.56,15428.46,8543.57,14642.45,17986.72,14486.32,8193.39,14769.95,17629.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.924,33.39,33.126,33.462,35.918,34.778,33.564,35.53,37.51666666666667,36.126666666666665,35.625,36.875,35.005,32.815,33.755,33.755,33.46,34.474999999999994,34.265,34.144999999999996,34.72666666666667,32.85,32.43333333333334
Banana Latundan,REGION XIII (CARAGA),R,11100.52,12744.26,12010.56,10157.56,10053.26,11473.16,11625.71,9927.3,10597.32,11822.59,11810.59,9723.19,8612.53,10039.3,10341.27,9292.5,8142.81,10646.66,11765.37,10986.04,8627.92,11228.38,11814.68,10656.49,10094.11,12049.84,12983.62,10927.82,10474.28,13317.9,13980.28,12380.82,9874.36,13014.29,13149.45,10825.9,9812.83,12281.83,12520.51,11066.08,9880.23,13765.36,13259.53,11106.36,9920.88,14285.19,13262.84,11938.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.006,35.386,35.674,34.55,35.682,35.094,33.912,32.372,34.76833333333334,36.9,34.878,35.001999999999995,33.878,33.751999999999995,33.452,31.410000000000004,30.818,30.151999999999997,30.492,31.125999999999998,32.212,31.115999999999996,31.866000000000003
Banana Latundan,AUTONOMOUS REGION IN MUSLIM MINDANAO,R,5839.62,6601.34,5669.06,4000.26,5869.67,6646.14,5824.16,4028.97,5311.83,6618.47,5930.26,3978.66,5439.78,6593.4,5181.6,3546.3,5537.18,6946.1,5304.46,3722.5,5719.63,6655.99,5209.38,3882.0,5677.0,6493.16,5189.22,3886.74,5687.65,6640.81,5232.65,4068.15,5708.32,7002.25,5336.46,4093.0,5709.45,7084.12,5266.03,4107.32,5816.9,7157.98,5255.87,4130.67,5934.26,7298.17,5314.19,4158.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.714,37.28,35.660000000000004,36.660000000000004,38.416,39.618,42.248000000000005,38.976,23.695,23.485,32.29,32.29,32.29,32.29,30.5,30.5,31.67,31.67,31.67,31.67,41.43,41.265,41.875
Banana Saba,CORDILLERA ADMINISTRATIVE REGION (CAR),R,1934.52,2440.49,2172.27,2473.47,1899.34,2451.42,2086.87,2330.93,1891.39,2495.66,2105.01,2417.87,1944.49,2955.06,2335.56,2317.7,1633.97,2942.94,2568.54,1768.3,1954.5,3150.42,2481.85,1627.96,1931.22,3171.87,2710.7,1030.54,1687.29,2061.44,2698.9,1110.33,1805.38,2204.81,2642.3,918.44,1533.6,1919.56,2574.05,966.08,1693.89,2001.42,2931.76,966.44,1712.41,2110.89,3077.94,1012.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.61166666666667,37.16,36.085,36.705,35.14666666666667,33.531666666666666,36.01,35.81333333333333,,,,,,,,,,,,,50.63,50.0,50.0
Banana Saba,REGION I (ILOCOS REGION),R,4147.79,6148.13,3832.53,6236.53,4387.19,6022.43,3948.84,5650.64,4570.89,6184.08,4139.71,6160.75,4780.22,5987.22,4267.85,6416.65,4829.69,6380.43,4339.7,6294.87,4774.27,6300.22,4383.45,6065.43,4617.96,5957.83,4620.8,5432.05,4474.85,6160.85,4812.83,5740.81,4675.34,6404.11,5031.65,5163.77,4315.66,6181.44,5071.55,5478.38,4499.05,6607.79,5422.46,5733.74,4689.28,6730.47,5760.24,5546.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.405,39.4075,38.0125,38.215,37.8275,37.6575,38.269999999999996,39.349999999999994,40.63,39.065,39.065,39.375,38.75,38.125,36.565,37.19,36.565,36.25,35.0,34.065,35.836666666666666,36.46333333333334,38.96
Banana Saba,REGION II (CAGAYAN VALLEY),R,27537.2,135707.72,62654.42,41678.98,17786.62,104833.94,52782.18,15778.25,15773.11,105931.33,66135.31,27209.72,34014.34,129644.14,65339.17,26502.37,31183.62,132728.32,71236.42,39069.45,41912.03,138541.68,75491.43,27963.84,22042.11,132583.55,77376.6,26650.56,14592.23,111984.84,69944.67,33113.9,23807.92,138231.18,75713.45,19520.69,11112.2,111606.86,68768.24,19401.21,16225.98,132280.95,74257.29,20209.11,16075.82,128001.93,76049.59,22541.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.675,27.77,28.8625,31.0,31.2925,26.067500000000003,24.076666666666668,24.0075,,,,,,,,,,,,,,,
Banana Saba,REGION III (CENTRAL LUZON),R,7052.24,6957.74,6157.81,7759.97,6953.1,6976.3,6190.68,7275.23,6848.34,7038.57,6265.26,7311.4,6719.73,9934.46,5690.43,6783.67,6131.09,9387.95,6026.57,7522.65,6253.71,9379.03,6935.9,5723.85,4087.47,6957.74,5793.96,5860.8,4033.65,6520.32,5692.63,6039.0,4073.97,6923.12,6036.37,6042.49,4693.62,7532.46,6852.08,6804.93,6130.59,8005.06,7146.91,6100.07,6215.85,6695.63,6158.86,7072.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.91428571428571,42.042857142857144,40.46,39.354285714285716,39.787142857142854,39.04,38.81333333333333,41.29666666666667,38.13,41.875,42.19,42.505,40.315,34.69,34.375,34.69,36.25,35.94,37.19,35.94,37.5,34.17,34.29333333333333
Banana Saba,REGION IV-A (CALABARZON),R,7134.71,30304.31,20198.88,10492.74,7532.6,33673.69,21932.8,11048.23,7779.14,34454.3,22531.05,11316.18,7848.04,35461.19,23083.62,11165.86,7214.67,33448.37,18236.9,9699.81,5253.2,26080.3,20570.84,10719.72,6576.18,31858.64,23758.25,11818.55,6094.39,32592.74,25078.0,12245.13,5862.35,31602.0,25091.32,13488.61,6018.17,29003.11,23842.49,13048.36,4434.77,27345.22,22419.76,10052.83,3555.77,25643.68,19326.47,10691.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.696000000000005,37.284000000000006,35.934000000000005,34.644,35.504000000000005,36.374,36.826,37.092,41.25,41.25,41.25,40.0,43.13,41.25,38.75,40.38,36.88,32.88,38.75,37.75,46.565,45.94,44.38
Banana Saba,MIMAROPA REGION,R,28785.94,27293.7,34893.65,39712.6,31250.83,28778.89,36638.19,44634.02,31836.87,29663.04,37915.71,26257.05,21415.64,22612.73,34839.7,20047.37,18614.85,20998.52,36591.46,20775.45,19989.97,24552.65,38368.55,23031.3,14591.04,11825.83,18035.08,17179.26,12984.76,9514.32,17507.1,18360.16,13610.72,9996.4,20427.59,21099.77,13630.98,9713.54,21996.91,21977.63,9156.13,6310.93,12992.55,11157.44,10671.7,6459.3,14957.05,8405.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.285,41.745,44.602,52.224000000000004,52.04600000000001,51.14,50.739999999999995,50.254,,,,,,,,,,,,,48.96,47.71,47.915
Banana Saba,REGION V (BICOL REGION),R,9213.58,6943.51,11893.21,12694.64,9343.59,6586.28,12522.21,12963.01,9498.97,6855.18,12917.97,13432.36,9691.74,7103.36,13528.17,12873.09,9812.07,7277.22,10117.47,11449.85,8702.0,7225.04,11378.36,12352.35,9014.15,6747.87,11619.95,12721.4,7540.29,6327.07,11904.73,12715.86,7592.37,7084.46,13204.05,13575.73,7447.28,6800.16,13438.09,13970.66,5762.86,5577.45,10949.73,11086.74,2981.64,4423.81,9598.76,13870.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.345,43.34166666666667,42.1,42.165,41.068333333333335,41.84166666666667,43.949999999999996,47.324999999999996,40.2525,39.16,40.7975,39.5675,39.905,38.985,38.2825,37.515,38.8675,38.91,39.9675,40.255,40.89666666666667,39.166666666666664,36.376666666666665
Banana Saba,REGION VI (WESTERN VISAYAS),R,68049.48,43113.47,29631.93,62701.74,69783.8,45045.8,30804.94,66908.68,72484.91,45076.25,31373.06,69784.83,72768.09,45455.54,31734.12,53911.97,46993.02,34319.92,25964.77,52354.67,52906.99,37136.11,27020.78,53524.88,51839.33,36328.91,26746.93,55492.09,53295.68,37422.84,26992.04,56525.4,54719.94,38751.95,27763.31,59185.84,54212.12,37503.91,28314.4,62023.98,46758.52,33073.29,27605.11,65411.78,50930.83,36061.74,30269.6,66811.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.11000000000001,39.71666666666667,38.348333333333336,38.34166666666667,39.18666666666667,37.556666666666665,36.943333333333335,37.08166666666667,40.1775,40.3875,39.74,40.5625,39.7825,39.625,40.095,39.555,40.925,41.275,40.445,40.5425,39.052,39.47,39.762
Banana Saba,REGION VII (CENTRAL VISAYAS),R,42537.12,27927.97,24180.57,28331.54,44615.38,29921.04,26839.19,31691.18,46483.58,30931.03,26966.01,31318.96,41481.38,28374.33,29078.34,24242.08,40290.51,28831.1,25056.18,29294.5,41938.56,27223.45,26133.44,31065.15,43179.15,21752.16,24801.72,35703.99,45751.02,22954.52,27868.36,37028.36,46427.84,23215.73,27938.62,37914.45,45278.91,20520.92,25035.95,36653.03,47720.1,18576.54,27622.03,40548.75,50285.96,19506.42,27688.63,41603.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.177499999999995,36.3225,35.55,37.105000000000004,35.1375,37.86333333333334,34.582499999999996,37.0125,43.88,41.38,43.25,42.88,44.75,45.88,42.88,44.45,40.05,32.98,41.62,49.62,30.63,30.0,29.75
Banana Saba,REGION VIII (EASTERN VISAYAS),R,48884.48,43235.23,44537.29,45559.98,48458.34,43350.82,44449.62,45480.25,48531.33,43232.08,45284.12,46509.02,48195.45,43859.97,46452.55,30918.85,36465.44,39337.17,41383.5,28391.21,41196.89,39624.95,42354.9,30367.95,42133.25,37017.34,43088.23,31822.43,42362.28,38686.05,45185.68,32504.72,41850.37,38923.09,46586.14,33048.51,43211.54,37914.44,49627.66,35321.62,43228.13,37587.91,45515.09,37788.6,45999.43,38914.48,44752.16,39574.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37166666666667,37.51166666666666,37.72833333333333,37.531666666666666,36.45333333333333,36.25,39.915,38.431666666666665,,,,,,,,,,,,,,,
Banana Saba,REGION IX (ZAMBOANGA PENINSULA),R,22812.74,32586.03,37251.08,50981.21,21932.09,31838.34,35286.84,42073.53,21559.96,32353.81,34732.15,43237.65,20814.33,35280.75,35748.92,47034.31,22528.05,38325.23,37948.69,48227.34,22438.63,37069.61,43469.45,50194.36,21549.72,32562.48,35848.0,48433.82,21074.09,33848.02,36868.82,47042.55,21085.3,32767.6,37229.05,44339.93,19998.87,31271.54,35551.71,42404.04,19846.41,29478.5,37249.78,44094.01,20352.97,33332.21,37025.69,45498.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2225,26.15,26.45,25.3925,26.494999999999997,26.415,24.6125,25.2775,,,,,,,,,,,,,,,
Banana Saba,REGION X (NORTHERN MINDANAO),R,75853.03,57699.85,74191.74,61650.65,82224.19,60845.56,81142.63,66987.65,87482.5,64869.94,84947.6,57305.14,84488.2,66094.87,87266.48,57806.1,82256.43,68057.51,90315.55,61815.38,82236.96,66600.55,94205.94,61648.54,82621.82,62943.0,93739.81,63223.02,83036.13,62974.62,93892.14,64106.43,84192.46,63544.89,94989.19,64800.23,85110.24,62445.59,94817.28,67635.88,85373.65,62380.62,95643.72,68969.89,86540.11,63818.79,97532.49,70294.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.381999999999998,27.162,27.016000000000002,27.198,26.401999999999997,26.984,25.456,24.296,27.189999999999998,25.814999999999998,25.505,25.814999999999998,26.88,25.505,25.63,25.63,25.225,25.035,25.035,24.725,28.915,27.915,27.915
Banana Saba,REGION XI (DAVAO REGION),R,94848.41,162560.47,161742.88,160312.79,96516.65,164879.95,162148.95,158983.59,97938.27,166090.67,160290.22,147111.84,77706.77,129172.8,134746.35,145807.21,89233.82,133828.35,148775.47,150970.77,93787.94,134155.98,152109.46,153758.51,92841.58,133023.41,151198.13,154372.03,92522.61,135132.57,152503.43,158529.15,94291.21,141240.79,154199.96,156013.13,93143.73,123573.25,150225.2,154481.35,93271.48,120064.49,150842.59,156751.06,96203.46,122002.92,152798.25,162139.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.351999999999997,24.538,24.736,24.676,24.806,24.625999999999998,24.292,24.5275,27.86,24.33,22.5,24.0,21.0,23.5,23.13,26.43,25.0,24.29,24.38,24.5,20.0,20.38,22.25
Banana Saba,REGION XII (SOCCSKSARGEN),R,83576.55,70124.53,78067.49,89754.38,87278.44,74486.31,80076.3,92559.66,91385.01,79218.39,83374.91,94498.47,90563.06,80760.72,87062.77,98340.88,93548.32,82890.4,90819.29,101914.16,93896.35,81065.3,91990.22,103898.94,76077.92,45655.35,66982.02,107181.41,80543.85,66165.34,73019.23,111660.7,82110.23,67389.53,73923.79,112749.0,75666.46,64882.77,74522.56,115713.57,70597.78,61938.66,71220.73,120564.73,69860.77,61839.78,70640.71,119640.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.135,29.766666666666666,25.665,25.9575,26.895,26.115000000000002,25.877499999999998,28.866666666666664,28.75,30.0,31.25,33.75,34.38,33.75,33.13,32.58,32.03,33.69,33.69,32.03,32.88,33.75,32.5
